,nbo words,nbo word count,review words,review word count,descrip words,descrip word count
763,morgan.,18,separate,40,trader,59
764,more!,18,here!,40,might,58
765,gallery,18,robin's,40,coming,58
766,exploring,18,days.,39,years,58
767,line),18,future.,39,cvs,58
768,island,18,told,39,choice,58
769,nation's,18,glad,39,"beautiful,",58
770,"dining,",18,base,39,fast,58
771,venues,18,willing,39,staff,58
772,"attractions,",18,transportation.,39,orange,58
773,running,18,centre,39,stadium,58
774,"location,",18,"away,",39,rose's,58
775,absolute,18,james,39,"petworth,",57
776,building.,18,daryl,39,warm,57
777,guide,17,mark,39,owner,57
778,literally,17,bottle,38,laundry.,57
779,door.,17,deal,38,updated,57
780,starbucks,17,cannot,38,attractions.,57
781,locations,17,hidden,38,exploring,57
782,store.,17,completely,38,mini,57
783,various,17,delightful,38,"email,",57
784,provides,17,offer,38,luxurious,57
785,neighbors.,17,size,38,rhode,57
786,say,17,attractions.,38,"yard,",56
787,owned,17,spacious.,38,"stay,",56
788,market),17,that's,38,hip,56
789,"monument,",17,finding,38,proximity,56
790,catch,17,experience!,38,visitor,55
791,12,17,"milk,",38,availability,55
792,"diverse,",17,weeks,38,fantastic,55
793,around.,17,closet,38,needed,55
794,site,17,handy,38,square,55
795,"mexican,",17,provides,38,"floor,",55
796,children's,17,we'll,38,heat,55
797,ethnic,17,museums,38,keypad,55
798,monuments.,17,morning.,37,"transportation,",55
799,corps,17,issue,37,base,55
800,"courts,",17,someone,37,kids,55
801,geographic,17,"city,",37,glass,54
802,"stadium,",17,ended,37,zoo.,54
803,iconic,17,rather,37,comforts,54
804,populated,17,private.,37,"fireplace,",54
805,busboys,16,personal,37,"modern,",54
806,poets,16,"people,",37,weekend,54
807,"citizen,",16,bath,37,favorites,54
808,"spring,",16,"airbnb,",37,marble,54
809,staying,16,creek,37,congress,54
810,"neighborhoods,",16,"decorated,",37,eateries,53
811,"eateries,",16,half,37,score,53
812,drink,16,complete,37,eat,53
813,world,16,jim,37,wi-fi,53
814,"11,",16,roya,37,nearby.,53
815,"d.c.,",16,"arrived,",36,microwave,53
816,we've,16,cozy.,36,roku,53
817,brand,16,nights.,36,simple,53
818,offering,16,consider,36,friends,53
819,100,16,prior,36,essentials,53
820,up-and-coming,16,options,36,queen-size,53
821,"history,",16,case,36,southeast,53
822,pint,16,"convenient,",36,quite,53
823,high,16,upstairs,36,fridge,53
824,though,16,adults,36,trail,53
825,recently,16,to.,36,"bright,",52
826,approximately,16,cable,36,play,52
827,natural,16,seeing,36,"however,",52
828,welcoming,16,terrific,36,middle,52
829,tasty,16,cab,36,foot,52
830,relatively,16,erin,36,rental.,52
831,never,16,organic,36,train,52
832,long-time,16,appointed,36,"pans,",52
833,feel.,16,neighbourhood.,35,recommendations,52
834,enjoying,16,trouble,35,"city,",52
835,pho,16,"mall,",35,included,52
836,rooftop,16,lovely.,35,you!,51
837,"coupe,",16,you.,35,convention,51
838,cafe,16,respond,35,"table,",51
839,better,16,appreciated.,35,charm,51
840,7th,16,prompt,35,access.,51
841,special,16,bnb,35,walk-in,51
842,recommend,16,list,35,ft,51
843,"culture,",16,breakfast.,35,usually,51
844,neighborhood!,16,weather,35,mattress.,51
845,fast,16,rooms,35,expect,51
846,"lines,",16,whenever,35,either,51
847,groceries,16,waiting,35,corridor,51
848,train,16,privacy.,35,by.,51
849,ample,16,exploring,34,1st,51
850,"pleasant,",16,(website,34,streaming,51
851,"art,",16,(the,34,***,51
852,recommendations.,16,boyfriend,34,"blue,",51
853,could,16,worth,34,busy,50
854,condo,16,pleasant.,34,high-speed,50
855,pm,16,washer/dryer,34,sure,50
856,tourists,16,comfortably,34,bustling,50
857,25,16,knew,34,case,50
858,become,16,bring,34,"mattress,",50
859,southwest,16,fine.,34,3rd,50
860,"transportation,",16,"food,",34,transportation.,50
861,colorful,16,machine,34,longer,50
862,joe's,16,welcome.,34,hour,50
863,pineapple,16,tidy,34,story,50
864,terrific,16,tell,34,message,50
865,etc),16,feels,34,apartments,50
866,can't,16,dans,33,prior,49
867,19th-century,16,either,33,bathrooms.,49
868,senate,16,"day,",33,read,49
869,colony,16,children,33,appliances.,49
870,trail,15,hostess,33,secure,49
871,upper,15,nearest,33,"cafes,",49
872,"distance,",15,self,33,"internet,",49
873,creative,15,literally,33,"bus,",49
874,character,15,que,33,hospital,49
875,i'm,15,(we,33,"parks,",49
876,growing,15,"town,",33,contemporary,49
877,recent,15,regarding,33,enjoying,49
878,renovated,15,month,33,"sofa,",49
879,50,15,milk,33,"couch,",49
880,closest,15,une,33,(website,49
881,"produce,",15,dennis,33,24,49
882,jazz,15,centrally,33,deck.,49
883,"nw,",15,fast,33,inside,49
884,everything.,15,permit,33,"bedding,",49
885,"ave,",15,despite,32,"luxury,",49
886,"cafe,",15,"bars,",32,lounge,48
887,cool,15,given,32,wine,48
888,soccer,15,organized,32,"safe,",48
889,real,15,planning,32,fort,48
890,"shaw,",15,friends.,32,comfortable.,48
891,(url,15,simple,32,numerous,48
892,give,15,bad,32,fenced,48
893,direct,15,others,32,shops.,48
894,city!,15,available.,32,bring,48
895,events,15,inside,32,trip,48
896,almost,15,thanks!,32,ready,48
897,playgrounds,15,called,32,10-15,48
898,(,15,sleeping,32,behind,48
899,usually,15,possible.,32,"store,",48
900,to:,15,hospitality.,32,parts,48
901,visiting,15,comes,32,american,48
902,city’s,15,il,32,safety,48
903,"theater,",15,washing,32,￫,48
904,center.,15,gets,32,☆,48
905,northeast,15,text,32,pull-out,47
906,blue,15,view,32,lively,47
907,theater.,15,detail,32,fire,47
908,ideally,15,important,32,"furnished,",47
909,usa,15,pictures.,32,"views,",47
910,18th,15,high,32,sites,47
911,"blocks),",15,map,31,could,47
912,sunday,15,morgan,31,comfortably.,47
913,cathedral,15,art,31,leave,47
914,"dsw,",15,money,31,tub,47
915,frederick,15,catch,31,home!,47
916,"home,",14,time!,31,i'll,47
917,"peaceful,",14,must,31,throughout.,47
918,shopping.,14,choice,31,decor,47
919,range,14,taking,31,try,47
920,cute,14,"in,",31,"dishes,",47
921,latin,14,simply,31,interior,47
922,quickly,14,owner,31,questions.,46
923,"blocks,",14,mention,31,"chair,",46
924,cuisine,14,show,31,stylish,46
925,popping,14,year,31,iron,46
926,"walking,",14,special,31,addition,46
927,10-15,14,bright,31,pool,46
928,crestwood,14,"me,",31,pets,46
929,petworth.,14,one.,31,extremely,46
930,able,14,natural,31,"university,",46
931,entertainment.,14,excellent.,31,"basement,",46
932,working,14,everywhere,31,(no,46
933,homes.,14,relaxing,31,items,46
934,"professionals,",14,"experience,",31,grill,46
935,hipster,14,vacation,31,complimentary,46
936,government,14,feeling,31,"windows,",46
937,"walk),",14,table,31,"also,",46
938,"diversity,",14,amazing!,31,light-filled,46
939,we’re,14,nat's,31,request,46
940,(2,14,knowledgeable,30,look,46
941,especially,14,capitol.,30,reach,46
942,game,14,filled,30,more!,46
943,kennedy,14,"stores,",30,early,45
944,(a,14,taken,30,vacation,45
945,civil,14,mile,30,10-minute,45
946,fine,14,comfort,30,internet.,45
947,travel,14,possible,30,"families,",45
948,"weekends,",14,reasonable,30,featuring,45
949,gourmet,14,secure,30,lived,45
950,(1.5,14,process,30,hand,45
951,(including,14,"shops,",30,dog,45
952,award,14,mind,30,rentals,45
953,states.,14,books,30,time.,45
954,14,14,beautiful.,30,"shampoo,",45
955,everyone.,14,"out,",30,design,45
956,botanical,14,definately,30,mt,45
957,star,14,"fruit,",30,"circle,",44
958,"markets,",14,und,30,movie,44
959,patrolling,14,tons,29,professionals,44
960,19th,14,choose,29,"stations,",44
961,grand,14,"here,",29,show,44
962,barrack's,14,for.,29,upstairs.,44
963,victorian,14,flight,29,catholic,44
964,country.,14,historic,29,pretty,44
965,embassies,14,convenience,29,carriage,44
966,takoma,13,had.,29,giant,44
967,markets.,13,described.,29,"walk,",44
968,leave,13,difficult,29,floors.,44
969,quadrant,13,accommodate,29,gym,44
970,"himitsu,",13,giving,29,in.,43
971,glass,13,:-),29,direct,43
972,galleries,13,him.,29,district.,43
973,night.,13,wait,29,whether,43
974,another,13,however,29,full-sized,43
975,sala,13,shop,29,circle.,43
976,"thai,",13,fairly,29,couples,43
977,guest,13,"maps,",29,"deck,",43
978,5-minute,13,we're,29,"line),",43
979,"years,",13,home!,29,in-unit,43
980,sweet,13,provided.,29,center.,43
981,businesses,13,walkable,29,you’re,43
982,i've,13,located.,29,mind,43
983,kitchen,13,canceled,29,famous,43
984,chucho,13,"modern,",29,stunning,43
985,rocks,13,h,29,inauguration,43
986,(3,13,"and,",29,condo.,43
987,without,13,use.,29,court,43
988,"beautiful,",13,good.,29,service,42
989,weekly,13,hang,29,pack,42
990,play,13,couch,29,(2,42
991,choose,13,park.,29,need.,42
992,playground,13,way.,29,privacy.,42
993,authentic,13,brought,29,going,42
994,"circle,",13,advertised.,29,(green,42
995,it.,13,fruit,29,"kitchenette,",42
996,exciting,13,(i,28,watch,42
997,too.,13,...,28,townhouse.,42
998,country,13,"private,",28,"utensils,",42
999,ideal,13,incredible,28,sharing,42
1000,"pint,",13,directly,28,stairs,42
1001,pick,13,goes,28,hd,42
1002,"community,",13,run,28,hours,42
1003,cocktails,13,row,28,keyless,42
1004,brewery,13,soon,28,another,42
1005,takes,13,bus.,28,arrival.,42
1006,"supermarkets,",13,back!,28,stroll,42
1007,city's,13,greeted,28,nestled,41
1008,ethiopian,13,instead,28,person.,41
1009,left,13,added,28,interact,41
1010,note,13,car.,28,retreat,41
1011,produce,13,description,28,secured,41
1012,nearest,13,fantastic.,28,variety,41
1013,airport,13,(a,28,farmers,41
1014,car.,13,possibly,28,"phone,",41
1015,miles).,13,areas,28,overlooking,41
1016,farmers',13,keys,28,really,41
1017,errands,13,he's,28,cool,41
1018,(red,13,sites,28,except,41
1019,boys,13,job,28,ensuite,41
1020,rhode,13,communicate,28,french,41
1021,winning,13,14th,28,stove,41
1022,throw,13,offers,28,green/yellow,41
1023,flourishing,13,dogs,28,window,41
1024,else,13,attention,28,eating,41
1025,"safety,",13,suite.,28,"gym,",41
1026,"politicians,",13,bikes,28,bedrooms.,41
1027,media,13,decorated.,27,price,41
1028,"figures,",13,system.,27,gallery,41
1029,(farmers,13,unfortunately,27,dishwasher,41
1030,baker/butcher,13,guide,27,professionally,41
1031,blocks!,13,"museums,",27,since,40
1032,street!,13,person.,27,hair,40
1033,orange,13,recently,27,visitors,40
1034,"luxury,",13,hour,27,late,40
1035,square,13,30,27,"pleasant,",40
1036,densely,13,ensure,27,inch,40
1037,"foods,",13,running,27,peace,40
1038,"barracks,",13,watch,27,dc’s,40
1039,beautifully,13,surprised,27,parties,40
1040,box,13,"it,",27,"shower,",40
1041,walmart,12,basic,27,given,40
1042,african,12,nicer,27,closed,40
1043,"chucho,",12,"good,",27,welcoming,40
1044,"neighbors,",12,strongly,27,hope,40
1045,uptown,12,automated,27,chair,40
1046,"busy,",12,posting.,27,awesome,40
1047,"supermarket,",12,number,27,levels,40
1048,"library,",12,life,27,electric,40
1049,"studios,",12,"around,",27,noise,40
1050,reading,12,door.,27,smoking,40
1051,got,12,cvs,27,traveler,40
1052,cottage,12,up.,27,line.,40
1053,church,12,"needed,",27,elegant,40
1054,brunch,12,necessary,27,gated,40
1055,"playgrounds,",12,mattress,27,pots,40
1056,selection,12,luggage,27,8th,40
1057,safe.,12,do.,27,move-in,40
1058,worth,12,"located,",27,riverside,40
1059,"line,",12,times.,27,pet,39
1060,hang,12,by.,27,stop.,39
1061,"here,",12,positive,27,"lines,",39
1062,(safeway,12,hear,27,petworth.,39
1063,pool,12,tom,27,never,39
1064,list,12,natasha's,27,week,39
1065,ave/petworth,12,"breakfast,",26,"hulu,",39
1066,reach,12,too!,26,fee,39
1067,indoor,12,avons,26,walk),39
1068,chain,12,lucky,26,capital.,39
1069,adjacent,12,details,26,downstairs,39
1070,year,12,happily,26,quaint,39
1071,georgetown,12,center.,26,hosts,39
1072,(green,12,neighbors,26,rooms.,39
1073,century.,12,cosy,26,toaster,39
1074,life.,12,reviews,26,lockbox,39
1075,shop.,12,talking,26,ironing,39
1076,basketball,12,reach,26,hotel,39
1077,1/2,12,others.,26,city!,39
1078,trip,12,reason,26,anywhere,39
1079,might,12,star,26,chef-inspired,39
1080,straight,12,travelling,26,trusty's,39
1081,locally,12,peaceful,26,checking,38
1082,seasonal,12,equipped.,26,"toaster,",38
1083,"cuban,",12,meals,26,property.,38
1084,"grocery,",12,supplies,26,trails,38
1085,arena,12,heard,26,neighbors,38
1086,"memorial,",12,quality,26,doors,38
1087,food),12,party,26,store.,38
1088,jubilee,12,expected,26,br,38
1089,complex,12,girlfriend,26,sightseeing,38
1090,developed,12,seems,26,often,38
1091,contemporary,12,you!,26,grill.,38
1092,beauty,12,arranged,26,loft,38
1093,"indian,",12,tout,26,reading,38
1094,gym,12,du,26,upshur,38
1095,immediate,12,pas,26,stay!,38
1096,congress.,12,/,26,must,38
1097,**,12,"transportation,",26,everyone,38
1098,course,12,variety,26,streets,38
1099,"district,",12,exceeded,26,chairs,38
1100,"bakeries,",12,helping,26,phone.,38
1101,court.,12,"well,",26,it.,38
1102,boutique,12,des,26,"products,",38
1103,whether,12,"circle,",26,sign,38
1104,transformed,12,monuments,26,"stadium,",38
1105,started,12,sarah's,26,ted's,38
1106,canal,12,mary,26,"laundry,",37
1107,mi,12,denise's,26,ft.,37
1108,spans,12,"you,",25,different,37
1109,architectural,12,note,25,9,37
1110,culinary,12,particularly,25,minutes.,37
1111,drum,12,arrive,25,garden.,37
1112,lamont,12,light.,25,100,37
1113,sweeping,12,tried,25,airport,37
1114,loads,12,side,25,making,37
1115,country’s,12,cooked,25,information,37
1116,gem,11,"everything,",25,ac,37
1117,class,11,kindly,25,arrive,37
1118,"lounge,",11,middle,25,district,37
1119,d.c.'s,11,enjoyable.,25,"backyard,",37
1120,you.,11,"arrival,",25,we've,37
1121,"american,",11,hostess.,25,**,37
1122,"cleaners,",11,sharing,25,super-fast,37
1123,array,11,immaculate,25,pennsylvania,37
1124,lincoln’s,11,etc,25,blackbird,37
1125,longer,11,"parking,",25,jogs,37
1126,"great,",11,company,25,"bulletin,",37
1127,eats,11,"kind,",25,roost,37
1128,boutiques,11,muy,25,benning,37
1129,location!,11,brochures,25,"furniture,",36
1130,"night,",11,avec,25,"large,",36
1131,direction,11,garden,25,appointed,36
1132,intersection,11,adorable,25,made,36
1133,making,11,considering,25,added,36
1134,businesses.,11,location!,25,airy,36
1135,"donuts,",11,cats,25,living/dining,36
1136,attraction,11,young,25,anytime,36
1137,vibe,11,move,25,dozens,36
1138,townhouses,11,road,25,reached,36
1139,accessibility,11,owners,25,renting,36
1140,hop,11,various,25,"tea,",36
1141,means,11,expectations.,25,families.,36
1142,"delicious,",11,chris',25,stations.,36
1143,southeast,11,explained,24,agreement,36
1144,alike,11,eating,24,support,36
1145,help,11,third,24,wall,36
1146,"galleries,",11,point,24,hill!,36
1147,"vietnamese,",11,minor,24,techniques,36
1148,combination,11,"that,",24,cdc-approved,36
1149,"breakfast,",11,anthony's,24,foods,36
1150,miss,11,contacted,24,sonder,36
1151,"walmart,",11,go.,24,that's,35
1152,park),11,bonus,24,transit,35
1153,khao,11,soon.,24,totten,35
1154,lyft,11,"bedroom,",24,"people,",35
1155,"scene,",11,"juice,",24,i've,35
1156,you’re,11,american,24,allows,35
1157,"hospital,",11,sites.,24,"cvs,",35
1158,location:,11,windows,24,"grill,",35
1159,2.5,11,tv.,24,"plates,",35
1160,grounds,11,appartement,24,means,35
1161,ride.,11,problem.,24,windows.,35
1162,away!,11,"wifi,",24,neighborhoods.,35
1163,"smithsonian,",11,amount,24,keys,35
1164,"garden,",11,lives,24,assistance,35
1165,"architecture,",11,"car,",24,"sink,",35
1166,ne,11,considerate,24,we’ve,35
1167,0.5,11,juice,24,"upstairs,",35
1168,are:,11,tastefully,24,ideally,35
1169,behind,11,arriving,24,parks,35
1170,village,11,cathedral,24,–,35
1171,"buildings,",11,ample,24,package,35
1172,incredible,11,alone,24,"(orange,",35
1173,"government,",11,question,24,back.,34
1174,north.,11,hill.,24,on-street,34
1175,residences,11,building.,24,accessibility,34
1176,alike.,11,drinks,24,adults,34
1177,sun,11,apartment!,24,"sheets,",34
1178,furnished,11,streets,24,oven,34
1179,"theatre,",11,binder,24,approximately,34
1180,fedex,11,takoma,24,"brick,",34
1181,hispanic,11,addition,23,microwave.,34
1182,purple,11,stations,23,"porch,",34
1183,midlands,11,"thanks,",23,individual,34
1184,"marshalls,",11,started,23,accommodates,34
1185,classic,10,food.,23,family-friendly,34
1186,tavern,10,(,23,everything.,34
1187,"homestead,",10,her.,23,corridor.,34
1188,single,10,accommodated,23,"door,",34
1189,include:,10,jean's,23,board,34
1190,airbnb,10,expected.,23,connected,34
1191,host,10,opportunity,23,named,34
1192,guidebook,10,roomy,23,fitness,34
1193,diversity,10,together,23,"available,",34
1194,dunkin,10,"wonderful,",23,gets,34
1195,spring,10,anything.,23,thoughtfully,34
1196,food.,10,site,23,properties,34
1197,made,10,impressed,23,fit,33
1198,stay.,10,miles,23,shared.,33
1199,maple,10,grace,23,place.,33
1200,colombia,10,wireless,23,northwest,33
1201,picnic,10,emails,23,"markets,",33
1202,stunning,10,heat,23,various,33
1203,garden,10,cold,23,groups,33
1204,sell,10,screen,23,reserved,33
1205,cider,10,fit,23,lined,33
1206,homestead,10,looked,23,only.,33
1207,areas.,10,advertised,23,nearest,33
1208,times,10,con,23,circle,33
1209,either,10,weekend.,23,"st,",33
1210,opened,10,se,23,six,33
1211,houses.,10,l'appartement,23,owners,33
1212,logan,10,received,23,takes,33
1213,runs,10,works,23,homes.,33
1214,nw.,10,whether,23,we'll,33
1215,(10,10,promptly,23,lyft,33
1216,"georgetown,",10,conditioning,23,in-law,33
1217,"course,",10,cleaning,23,television,33
1218,experience.,10,linens,23,sheets,33
1219,york,10,"tea,",23,proper,33
1220,place.,10,wonderfully,23,fireplace,33
1221,(7,10,ten,23,daily,33
1222,considered,10,gregory,23,couch.,32
1223,destination,10,greg,23,furniture.,32
1224,"bike,",10,jane's,23,hosted,32
1225,avenue.,10,billy,23,morgan.,32
1226,buildings.,10,russell,23,machine,32
1227,"north,",10,russ,23,house:,32
1228,work,10,deon's,23,point,32
1229,"""the",10,easier,22,loads,32
1230,burgeoning,10,mins,22,attached,32
1231,relax,10,shown,22,city's,32
1232,among,10,saved,22,sun,32
1233,foodie,10,vita's,22,units,32
1234,taking,10,miss,22,chic,32
1235,sense,10,"charming,",22,morning.,32
1236,oasis,10,maybe,22,fabulous,32
1237,shaw,10,week.,22,exclusive,32
1238,show,10,sister,22,iconic,32
1239,using,10,stairs,22,century,32
1240,"(target,",10,sightseeing.,22,spaces.,32
